video_name,noiseFlag,normFlag,SER,BER,symbolMSE,symbolNMSE,vertical_dimension,horizontal_dimension,status
1.60-1-f5_dark.mp4,0,0,0.013889,0.000000,3.386167e-02,0.064691,240.000000,240.000000,ok
1.60-3-f5_dark.mp4,0,0,0.010417,0.000000,1.917022e-02,0.036624,240.000000,240.000000,ok
1.60-5-f5_dark.mp4,0,0,0.006944,0.000000,9.101951e-03,0.017389,240.000000,240.000000,ok
1.90-1-f5_dark.mp4,0,0,0.059028,0.000000,1.449390e-01,0.276898,240.000000,240.000000,ok
1.90-3-f5_dark.mp4,0,0,0.039931,0.000000,1.839898e-01,0.351503,240.000000,240.000000,ok
1.90-5-f5_dark.mp4,0,0,0.020833,0.000000,5.816399e-02,0.111119,240.000000,240.000000,ok
2.20-1-f5_dark.mp4,0,0,0.032986,0.000000,9.331596e-02,0.178275,240.000000,240.000000,ok
2.20-3-f5_dark.mp4,0,0,0.064236,0.000000,1.114552e-01,0.212929,240.000000,240.000000,ok
2.20-5-f5_dark.mp4,0,0,0.064236,0.000000,1.063118e-01,0.203103,240.000000,240.000000,ok
2.50-1-f5_dark.mp4,0,0,0.010417,0.000000,2.749622e-02,0.052530,240.000000,240.000000,ok
2.50-3-f5_dark.mp4,0,0,0.038194,0.000000,5.414025e-02,0.103432,240.000000,240.000000,ok
2.50-5-f5_dark.mp4,0,0,0.060764,0.000000,2.186882e-01,0.417792,240.000000,240.000000,ok
2.80-1-f5_dark.mp4,0,0,0.041667,0.000000,6.608525e-02,0.126252,240.000000,240.000000,ok
2.80-3-f5_dark.mp4,0,0,0.015625,0.000000,3.052796e-02,0.058322,240.000000,240.000000,ok
2.80-5-f5_dark.mp4,0,0,0.046875,0.000000,1.842948e-01,0.352085,240.000000,240.000000,ok
3.10-1-f5_dark.mp4,0,0,0.012153,0.000000,3.273985e-02,0.062548,240.000000,240.000000,ok
3.10-3-f5_dark.mp4,0,0,0.072917,0.083333,1.747692e-01,0.333887,240.000000,240.000000,ok
3.10-5-f5_dark.mp4,0,0,0.041667,0.000000,9.420137e-02,0.179967,240.000000,240.000000,ok
3.40-1-f5_dark.mp4,0,0,0.052083,0.000000,1.238892e-01,0.236684,240.000000,240.000000,ok
3.40-3-f5_dark.mp4,0,0,0.029514,0.000000,1.089662e+00,2.081741,240.000000,240.000000,ok
3.40-5-f5_dark.mp4,0,0,0.003472,0.000000,5.260055e-03,0.010049,240.000000,240.000000,ok
